Id,MSSubClass,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,BldgType,HouseStyle,OverallQual,OverallCond,Neighborhood,Condition1,Condition2,LandContour,Utilities,LotConfig,LandSlope,LotArea,Street,Alley,LotShape,MSZoning,LotFrontage,MoSold,YrSold,SaleType,SaleCondition,SalePrice
385,60,0,0,NA,NA,NA,0,Attchd,1992,Fin,2,501,TA,TA,Y,216,231,0,0,1,0,2,1,3,1,Gd,9,Typ,2,Fa,GasA,Ex,Y,SBrkr,1079,874,0,1953,Gd,TA,Av,GLQ,985,Unf,0,595,1580,HdBoard,None,0,Gd,TA,PConc,1992,1992,Gable,CompShg,HdBoard,1Fam,2Story,6,5,ClearCr,Feedr,Norm,Low,AllPub,Corner,Mod,53107,Pave,NA,IR2,RL,NA,6,2007,WD,Normal,240000
386,120,144,0,NA,NA,NA,0,Attchd,2004,Fin,2,430,TA,TA,Y,146,20,0,0,0,0,2,0,2,1,Gd,6,Typ,1,TA,GasA,Ex,Y,SBrkr,1269,0,0,1269,Gd,TA,No,GLQ,24,Unf,0,1232,1256,VinylSd,BrkFace,16,Gd,TA,PConc,2004,2005,Gable,CompShg,VinylSd,TwnhsE,1Story,8,5,Blmngtn,Norm,Norm,Lvl,AllPub,Inside,Gtl,3182,Pave,NA,Reg,RL,43,4,2010,WD,Normal,192000
387,50,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,N,0,151,0,0,0,0,1,0,5,1,TA,8,Typ,0,NA,GasA,TA,Y,SBrkr,658,526,0,1184,TA,TA,No,Unf,0,Unf,0,658,658,VinylSd,None,0,TA,Fa,PConc,1910,1996,Gambrel,CompShg,Wd Sdng,1Fam,1.5Fin,5,3,Edwards,Feedr,Norm,Lvl,AllPub,FR2,Gtl,8410,Pave,NA,Reg,RL,58,5,2006,WD,AdjLand,81000
388,80,0,0,NA,GdWo,NA,0,Detchd,1977,Unf,1,352,TA,TA,Y,296,0,0,0,1,0,1,0,3,1,TA,6,Typ,1,Fa,GasA,Ex,Y,SBrkr,1125,0,0,1125,TA,TA,Av,ALQ,631,Unf,0,410,1041,MetalSd,BrkFace,255,TA,TA,CBlock,1976,1976,Hip,CompShg,MetalSd,1Fam,SLvl,6,6,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,7200,Pave,NA,Reg,RL,72,10,2009,WD,Abnorml,125000
389,20,0,0,NA,NA,NA,0,Attchd,1999,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,2,0,3,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,1479,0,0,1479,Gd,TA,No,Unf,0,Unf,0,1468,1468,VinylSd,BrkFace,125,Gd,TA,PConc,1999,2000,Gable,CompShg,VinylSd,1Fam,1Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,9382,Pave,NA,IR1,RL,93,7,2008,WD,Normal,191000
390,60,0,0,NA,NA,NA,0,BuiltIn,2008,Fin,3,846,TA,TA,Y,196,134,0,0,1,0,2,1,3,1,Ex,9,Typ,1,Ex,GasA,Ex,Y,SBrkr,1742,590,0,2332,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,VinylSd,Stone,272,Ex,TA,PConc,2007,2008,Gable,CompShg,VinylSd,1Fam,2Story,10,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,12474,Pave,NA,Reg,RL,96,8,2008,New,Partial,426000
391,50,0,0,NA,MnPrv,NA,0,Detchd,1978,Unf,1,384,TA,TA,Y,0,130,112,0,1,0,1,0,4,1,TA,7,Typ,0,NA,GasA,Ex,Y,SBrkr,961,406,0,1367,TA,Gd,No,Rec,241,BLQ,391,229,861,MetalSd,None,0,TA,TA,BrkTil,1900,1950,Gable,CompShg,MetalSd,1Fam,1.5Fin,5,8,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,8405,Pave,Grvl,Reg,RL,50,4,2008,WD,Normal,119000
392,60,0,0,NA,NA,NA,0,BuiltIn,2001,Fin,2,560,TA,TA,Y,125,192,0,0,1,0,2,1,3,1,Gd,7,Typ,1,TA,GasA,Ex,Y,SBrkr,804,1157,0,1961,Ex,TA,No,ALQ,690,Unf,0,114,804,VinylSd,None,0,TA,TA,PConc,2001,2002,Gable,CompShg,VinylSd,1Fam,2Story,6,5,Mitchel,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,12209,Pave,NA,IR1,RL,71,6,2009,WD,Normal,215000
393,20,0,0,NA,MnPrv,Shed,1200,Attchd,1959,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,5,Typ,0,NA,GasA,TA,Y,SBrkr,882,0,0,882,NA,NA,NA,NA,0,NA,0,0,0,MetalSd,None,0,TA,TA,Slab,1959,1959,Gable,CompShg,MetalSd,1Fam,1Story,5,7,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8339,Pave,NA,IR1,RL,NA,7,2007,WD,Normal,106500
394,30,0,0,NA,GdWo,NA,0,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,1,0,2,1,TA,4,Typ,2,TA,GasA,TA,Y,FuseA,788,0,0,788,TA,TA,No,Rec,266,Unf,0,522,788,Wd Shng,None,0,TA,TA,CBlock,1941,1950,Gable,CompShg,WdShing,1Fam,1Story,4,5,BrkSide,Feedr,Norm,Lvl,AllPub,Corner,Gtl,7446,Pave,NA,Reg,RL,NA,4,2006,WD,Abnorml,100000
395,50,0,0,NA,NA,NA,0,Detchd,1940,Unf,1,240,TA,TA,Y,0,39,0,0,0,0,1,0,2,1,TA,5,Typ,0,NA,GasA,Gd,Y,FuseA,735,299,0,1034,TA,TA,No,Unf,0,Unf,0,735,735,MetalSd,None,0,TA,TA,CBlock,1940,1950,Gable,CompShg,MetalSd,1Fam,1.5Fin,5,6,OldTown,Norm,Norm,Lvl,AllPub,Inside,Gtl,10134,Pave,NA,Reg,RL,60,7,2007,WD,Normal,109000
396,20,0,0,NA,NA,NA,0,Attchd,1956,Unf,1,596,TA,TA,Y,44,0,0,0,1,0,1,0,3,1,TA,6,Typ,0,NA,GasA,TA,Y,SBrkr,1144,0,0,1144,TA,TA,Av,BLQ,739,Unf,0,405,1144,Wd Sdng,None,0,TA,TA,CBlock,1956,1956,Gable,CompShg,Wd Sdng,1Fam,1Story,5,6,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,9571,Pave,NA,Reg,RL,68,6,2010,WD,Normal,129000
397,20,0,0,NA,NA,NA,0,Detchd,1985,RFn,2,600,TA,TA,Y,215,0,0,0,0,0,1,0,2,1,TA,6,Typ,0,NA,GasA,TA,Y,SBrkr,894,0,0,894,TA,TA,Av,Rec,777,Unf,0,117,894,MetalSd,None,0,TA,TA,CBlock,1972,1972,Hip,CompShg,MetalSd,1Fam,1Story,5,5,CollgCr,Norm,Norm,Low,AllPub,Inside,Gtl,7200,Pave,NA,Reg,RL,60,9,2009,WD,Normal,123000
398,60,0,0,NA,NA,NA,0,Attchd,1962,RFn,1,264,TA,TA,Y,0,168,0,0,0,0,2,0,4,1,TA,8,Typ,1,TA,GasA,TA,Y,SBrkr,876,936,0,1812,TA,TA,No,ALQ,540,Unf,0,324,864,VinylSd,BrkFace,288,TA,TA,CBlock,1962,1962,Gable,CompShg,VinylSd,1Fam,2Story,5,5,NAmes,PosN,Norm,Lvl,AllPub,Inside,Gtl,7590,Pave,NA,Reg,RL,69,7,2007,WD,Normal,169500
399,30,0,0,NA,NA,NA,0,Detchd,1920,Unf,1,338,Po,Po,N,0,0,0,0,0,0,1,0,2,1,TA,6,Maj2,0,NA,GasA,Gd,Y,Mix,1077,0,0,1077,Fa,Po,No,Unf,0,Unf,0,961,961,MetalSd,None,0,TA,Fa,BrkTil,1920,1950,Gable,CompShg,MetalSd,1Fam,1Story,5,2,IDOTRR,Norm,Norm,Lvl,AllPub,Corner,Gtl,8967,Pave,NA,Reg,RM,60,11,2007,WD,Abnorml,67000
400,60,0,0,NA,NA,NA,0,Attchd,2007,Fin,2,438,TA,TA,Y,0,168,0,0,1,0,2,0,2,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,1112,438,0,1550,Gd,TA,No,GLQ,812,Unf,0,280,1092,CmentBd,Stone,100,Gd,TA,PConc,2006,2007,Gable,CompShg,CemntBd,1Fam,2Story,7,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,8125,Pave,NA,Reg,FV,65,10,2009,WD,Normal,241000
401,120,224,0,NA,NA,NA,0,Attchd,1996,Fin,2,500,TA,TA,Y,120,30,0,0,1,0,1,1,1,1,Ex,4,Typ,2,Gd,GasA,Ex,Y,SBrkr,1288,0,0,1288,Gd,TA,No,GLQ,786,Unf,0,474,1260,BrkFace,None,0,Gd,TA,PConc,1996,1996,Gable,CompShg,BrkFace,TwnhsE,1Story,8,5,Veenker,Norm,Norm,Lvl,AllPub,Inside,Gtl,14963,Pave,NA,IR2,RL,38,12,2008,WD,Normal,245500
402,20,0,0,NA,NA,NA,0,Attchd,2005,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1310,0,0,1310,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,VinylSd,None,0,Gd,TA,PConc,2005,2005,Gable,CompShg,VinylSd,1Fam,1Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,8767,Pave,NA,IR1,RL,65,7,2006,New,Partial,164990
403,30,0,0,NA,GdPrv,NA,0,Detchd,1940,Unf,1,240,TA,TA,N,168,0,0,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,Ex,Y,SBrkr,672,0,0,672,TA,TA,No,Unf,0,Unf,0,672,672,Wd Sdng,None,0,TA,TA,PConc,1940,1997,Gable,CompShg,Wd Sdng,1Fam,1Story,5,8,Sawyer,Norm,Norm,Lvl,AllPub,Inside,Gtl,10200,Pave,NA,Reg,RL,60,8,2008,WD,Normal,108000
404,60,0,0,NA,NA,NA,0,BuiltIn,1998,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,2,1,4,1,Gd,10,Typ,1,TA,GasA,Gd,Y,SBrkr,1165,1098,0,2263,Gd,TA,No,Unf,0,Unf,0,1141,1141,VinylSd,BrkFace,650,Gd,TA,PConc,1998,1998,Hip,CompShg,VinylSd,1Fam,2Story,8,5,NoRidge,Norm,Norm,Lvl,AllPub,Corner,Gtl,12090,Pave,NA,Reg,RL,93,7,2006,WD,Abnorml,258000
405,60,0,0,NA,NA,NA,0,BuiltIn,1995,Fin,2,373,TA,TA,Y,0,40,0,0,0,0,2,1,3,1,TA,7,Typ,1,TA,GasA,Gd,Y,SBrkr,806,766,0,1572,Gd,TA,No,Unf,0,Unf,0,806,806,MetalSd,None,0,TA,TA,PConc,1995,1996,Gable,CompShg,MetalSd,1Fam,2Story,6,5,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,10364,Pave,NA,IR1,RL,NA,5,2007,WD,Normal,168000
406,20,0,0,NA,GdWo,NA,0,Attchd,1993,Unf,2,490,TA,TA,Y,120,78,0,0,1,0,2,0,3,1,TA,8,Min1,1,TA,GasA,Ex,Y,SBrkr,1620,0,0,1620,TA,TA,No,BLQ,1116,Unf,0,165,1281,Plywood,None,0,TA,TA,CBlock,1976,1993,Gable,CompShg,Plywood,1Fam,1Story,4,4,Sawyer,Feedr,Norm,Lvl,AllPub,Corner,Gtl,9991,Pave,NA,IR1,RL,NA,6,2009,WD,Normal,150000
407,50,0,0,NA,NA,NA,0,Detchd,1936,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,6,Maj2,0,NA,GasA,Ex,Y,FuseA,1166,0,473,1639,TA,TA,No,Unf,0,Unf,0,1064,1064,MetalSd,None,0,TA,TA,BrkTil,1936,1950,Gable,CompShg,MetalSd,1Fam,1.5Fin,6,5,SWISU,Norm,Norm,Lvl,AllPub,Inside,Gtl,10480,Pave,NA,Reg,RL,51,3,2008,WD,Normal,115000
408,70,0,0,NA,NA,NA,0,Attchd,1960,Unf,1,308,TA,TA,Y,0,0,160,0,0,0,2,0,4,1,TA,8,Typ,0,NA,GasA,Ex,Y,SBrkr,840,840,0,1680,Gd,TA,No,Unf,0,Unf,0,840,840,Plywood,None,0,TA,TA,BrkTil,1915,1976,Gable,CompShg,Wd Sdng,1Fam,2Story,6,7,Crawfor,Norm,Norm,Lvl,AllPub,Inside,Gtl,15576,Pave,NA,Reg,RL,63,3,2008,WD,Normal,177000
409,60,0,0,NA,NA,NA,0,Attchd,2006,RFn,3,947,TA,TA,Y,192,62,0,0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,GasA,Ex,Y,SBrkr,1071,1101,0,2172,Ex,Gd,No,Unf,0,Unf,0,1063,1063,VinylSd,BrkFace,350,Gd,TA,PConc,2006,2006,Gable,CompShg,VinylSd,1Fam,2Story,7,5,NridgHt,Norm,Norm,Lvl,AllPub,Corner,Gtl,14154,Pave,NA,Reg,RL,109,8,2007,New,Partial,280000
410,60,0,0,NA,NA,NA,0,Attchd,2008,Fin,3,836,TA,TA,Y,0,102,0,0,1,0,2,1,3,1,Ex,8,Typ,1,Gd,GasA,Ex,Y,SBrkr,1050,1028,0,2078,Ex,TA,No,GLQ,789,Unf,0,245,1034,VinylSd,Stone,100,Gd,TA,PConc,2007,2008,Gable,CompShg,VinylSd,1Fam,2Story,8,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,10800,Pave,NA,Reg,FV,85,4,2008,New,Partial,339750
411,20,0,0,NA,NA,NA,0,Attchd,1958,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,5,Mod,0,NA,GasA,TA,Y,FuseA,1276,0,0,1276,TA,Fa,No,Unf,0,Unf,0,1276,1276,Brk Cmn,None,0,TA,Fa,CBlock,1958,1958,Gable,CompShg,BrkComm,1Fam,1Story,5,3,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,9571,Pave,NA,Reg,RL,68,6,2009,COD,Abnorml,60000
412,190,0,0,NA,NA,NA,0,Attchd,1955,Fin,2,572,TA,TA,Y,264,0,0,0,1,0,1,0,3,1,TA,5,Typ,0,NA,GasA,TA,N,SBrkr,1056,0,0,1056,TA,TA,Mn,Rec,1056,Unf,0,0,1056,Wd Sdng,None,0,TA,TA,CBlock,1955,1955,Hip,CompShg,Wd Sdng,2fmCon,1Story,5,5,Gilbert,Norm,Norm,Bnk,AllPub,Inside,Gtl,34650,Pave,NA,Reg,RL,100,1,2006,WD,Normal,145000
413,20,0,0,NA,NA,NA,0,Attchd,2009,Fin,2,484,TA,TA,Y,0,144,0,0,1,0,2,1,2,1,Gd,7,Typ,1,Gd,GasA,Ex,Y,SBrkr,1478,0,0,1478,Ex,TA,Av,GLQ,578,Unf,0,892,1470,MetalSd,Stone,432,Ex,TA,PConc,2009,2009,Gable,CompShg,MetalSd,1Fam,1Story,7,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,4403,Pave,NA,IR2,FV,NA,6,2010,New,Partial,222000
414,30,0,0,NA,NA,NA,0,Detchd,1927,Unf,2,360,TA,TA,Y,0,0,130,0,0,0,1,0,2,1,TA,5,Typ,1,Gd,GasA,Gd,Y,FuseA,1028,0,0,1028,TA,TA,No,Unf,0,Unf,0,1008,1008,Wd Shng,None,0,TA,TA,CBlock,1927,1950,Gable,CompShg,WdShing,1Fam,1Story,5,6,OldTown,Artery,Norm,Lvl,AllPub,Inside,Gtl,8960,Pave,Grvl,Reg,RM,56,3,2010,WD,Normal,115000
415,60,0,0,NA,NA,NA,0,Attchd,1993,Unf,3,678,TA,TA,Y,196,187,0,0,0,1,2,1,3,1,Gd,9,Typ,1,TA,GasA,Ex,Y,SBrkr,1080,1017,0,2097,Gd,TA,No,BLQ,50,GLQ,531,499,1080,VinylSd,None,0,Gd,TA,PConc,1993,1993,Gable,CompShg,VinylSd,1Fam,2Story,7,5,SawyerW,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,11228,Pave,NA,IR2,RL,59,12,2008,WD,Normal,228000
416,20,0,0,NA,NA,NA,0,Attchd,2007,Fin,2,396,TA,TA,Y,100,30,0,0,0,0,2,0,3,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,1340,0,0,1340,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,VinylSd,None,0,Gd,TA,PConc,2007,2007,Gable,CompShg,VinylSd,1Fam,1Story,7,5,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,8899,Pave,NA,IR1,RL,73,8,2007,New,Partial,181134
417,60,0,0,NA,NA,NA,0,Attchd,1978,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,1,1,3,1,TA,6,Typ,1,TA,GasA,TA,Y,SBrkr,672,728,0,1400,TA,TA,No,ALQ,209,Unf,0,463,672,HdBoard,BrkFace,203,TA,TA,CBlock,1978,1978,Hip,CompShg,HdBoard,1Fam,2Story,6,7,Sawyer,Norm,Norm,Lvl,AllPub,Inside,Gtl,7844,Pave,NA,Reg,RL,74,3,2006,WD,Normal,149500
418,70,0,0,NA,NA,NA,0,Detchd,1918,Unf,3,864,TA,TA,N,0,0,0,0,1,0,2,1,4,1,TA,10,Typ,1,Gd,GasW,TA,N,FuseA,1370,1254,0,2624,Gd,TA,No,BLQ,1128,Unf,0,242,1370,Stucco,None,0,TA,TA,BrkTil,1918,1950,Hip,CompShg,Wd Sdng,1Fam,2Story,6,6,Crawfor,Feedr,Norm,Lvl,AllPub,Inside,Gtl,22420,Pave,NA,IR1,RL,86,11,2007,WD,Normal,239000
419,50,0,0,NA,NA,NA,0,Detchd,1940,Unf,1,240,TA,TA,P,0,0,0,0,1,0,1,1,3,1,TA,7,Typ,0,NA,GasA,Fa,N,FuseF,756,378,0,1134,TA,TA,No,ALQ,312,Unf,0,444,756,MetalSd,None,0,TA,TA,BrkTil,1940,1950,Gable,CompShg,MetalSd,1Fam,1.5Fin,5,6,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,8160,Pave,NA,Reg,RL,60,4,2007,WD,AdjLand,126000
420,20,0,0,NA,NA,NA,0,Attchd,1968,Unf,1,304,TA,TA,Y,0,85,184,0,1,0,1,0,3,1,TA,6,Typ,1,Fa,GasA,Ex,Y,SBrkr,1056,0,0,1056,TA,TA,No,BLQ,775,Unf,0,281,1056,VinylSd,None,0,TA,TA,CBlock,1968,1968,Gable,CompShg,VinylSd,1Fam,1Story,5,6,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8450,Pave,NA,Reg,RL,65,7,2010,WD,Normal,142000
421,90,0,0,NA,NA,NA,0,Attchd,1997,Fin,4,784,TA,TA,Y,0,0,0,0,2,0,2,0,2,2,TA,8,Typ,0,NA,GasA,Ex,Y,SBrkr,1344,0,0,1344,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,VinylSd,BrkFace,200,TA,Gd,PConc,1997,1998,Gable,CompShg,VinylSd,Duplex,SFoyer,7,5,Mitchel,Norm,Norm,Lvl,AllPub,Inside,Gtl,7060,Pave,NA,Reg,RM,78,11,2008,WD,Alloca,206300
422,20,0,0,NA,NA,NA,0,Attchd,1977,Fin,2,529,TA,TA,Y,240,0,0,0,0,1,2,0,3,1,Gd,8,Typ,1,TA,GasA,Gd,Y,SBrkr,1602,0,0,1602,Gd,TA,No,ALQ,1246,Unf,0,356,1602,CmentBd,Stone,126,Gd,TA,CBlock,1977,2000,Gable,CompShg,CemntBd,1Fam,1Story,6,7,NWAmes,Norm,Norm,Lvl,AllPub,FR2,Gtl,16635,Pave,NA,IR1,RL,NA,6,2009,WD,Normal,215000
423,20,0,0,NA,NA,NA,0,Attchd,1954,RFn,2,520,TA,TA,N,0,0,0,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,Ex,Y,FuseA,988,0,0,988,TA,TA,No,Unf,0,Unf,0,988,988,HdBoard,None,0,TA,TA,CBlock,1954,1954,Hip,CompShg,HdBoard,1Fam,1Story,5,5,Mitchel,Artery,Norm,HLS,AllPub,Inside,Mod,21750,Pave,NA,Reg,RL,100,2,2008,WD,Normal,113000
424,60,0,0,NA,NA,NA,0,Attchd,1998,Fin,3,696,TA,TA,Y,0,66,0,0,1,0,2,1,4,1,Gd,8,Typ,1,TA,GasA,Gd,Y,SBrkr,1470,1160,0,2630,Gd,TA,No,GLQ,986,Unf,0,484,1470,VinylSd,BrkFace,473,Gd,TA,PConc,1998,1998,Gable,CompShg,VinylSd,1Fam,2Story,8,5,NoRidge,Norm,Norm,Lvl,AllPub,Inside,Gtl,9200,Pave,NA,Reg,RL,80,6,2008,WD,Normal,315000
425,20,0,0,NA,NA,NA,0,Attchd,1956,RFn,1,297,TA,TA,Y,0,44,0,0,1,0,1,0,2,1,TA,6,Typ,1,Gd,GasA,Gd,Y,FuseA,1196,0,0,1196,Gd,TA,No,LwQ,616,Unf,0,580,1196,Wd Sdng,BrkFace,74,TA,TA,CBlock,1956,1956,Gable,CompShg,Wd Sdng,1Fam,1Story,6,5,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,9000,Pave,NA,Reg,RL,72,5,2008,WD,Normal,139000
426,60,0,0,NA,NA,NA,0,Detchd,1947,Unf,1,240,TA,TA,P,0,0,126,0,0,0,1,1,3,1,TA,6,Typ,2,Gd,GasA,Gd,Y,SBrkr,707,682,0,1389,TA,TA,No,Unf,0,Unf,0,651,651,HdBoard,None,0,TA,Gd,CBlock,1946,1992,Gable,CompShg,HdBoard,1Fam,2Story,7,8,OldTown,Norm,Norm,HLS,AllPub,Inside,Gtl,3378,Pave,Grvl,Reg,RM,60,9,2009,WD,Normal,135000
427,80,396,0,NA,NA,NA,0,Attchd,1989,Fin,2,569,TA,TA,Y,80,0,0,0,1,1,2,0,2,1,Gd,5,Typ,1,TA,GasA,Gd,Y,SBrkr,1644,0,0,1644,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,Wd Sdng,BrkFace,145,Gd,TA,PConc,1989,1989,Gable,CompShg,Wd Sdng,1Fam,SLvl,7,5,SawyerW,Norm,Norm,Low,AllPub,Inside,Mod,12800,Pave,NA,Reg,RL,NA,8,2009,WD,Normal,275000
428,20,0,0,NA,NA,NA,0,Detchd,1964,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,5,Typ,0,NA,GasA,Ex,Y,SBrkr,907,0,0,907,TA,TA,No,Rec,288,Unf,0,619,907,MetalSd,None,0,TA,TA,CBlock,1957,1957,Hip,CompShg,MetalSd,1Fam,1Story,4,6,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8593,Pave,NA,IR1,RL,77,7,2008,WD,Normal,109008
429,20,0,0,NA,NA,NA,0,Attchd,2007,RFn,2,628,TA,TA,Y,105,54,0,0,1,0,2,0,2,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,1208,0,0,1208,Gd,TA,No,GLQ,664,Unf,0,544,1208,VinylSd,BrkFace,108,Gd,TA,PConc,2007,2007,Gable,CompShg,VinylSd,1Fam,1Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,6762,Pave,NA,Reg,RL,64,9,2007,New,Partial,195400
430,20,0,0,NA,NA,NA,0,Attchd,1988,Unf,2,576,TA,TA,Y,0,0,169,0,1,0,2,0,3,1,Gd,6,Typ,1,TA,GasA,TA,Y,SBrkr,1412,0,0,1412,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,HdBoard,None,0,TA,TA,CBlock,1988,1988,Gable,CompShg,HdBoard,1Fam,1Story,6,5,Timber,Norm,Norm,Lvl,AllPub,Corner,Gtl,11457,Pave,NA,IR1,RL,130,3,2009,WD,Normal,175000
431,160,0,0,NA,NA,NA,0,Detchd,1971,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,1,1,2,1,TA,4,Typ,0,NA,GasA,TA,Y,SBrkr,483,504,0,987,TA,TA,No,ALQ,387,Unf,0,96,483,HdBoard,BrkFace,232,TA,TA,CBlock,1971,1971,Gable,CompShg,HdBoard,Twnhs,2Story,6,5,BrDale,Norm,Norm,Lvl,AllPub,Inside,Gtl,1680,Pave,NA,Reg,RM,21,7,2008,COD,Abnorml,85400
432,50,0,0,NA,MnPrv,NA,0,NA,NA,NA,0,0,NA,NA,N,0,98,0,0,0,0,1,0,4,1,TA,7,Typ,0,NA,GasA,Gd,Y,SBrkr,1088,110,0,1198,TA,TA,No,Unf,0,Unf,0,901,901,MetalSd,None,0,TA,TA,BrkTil,1920,1998,Gable,CompShg,MetalSd,1Fam,1.5Fin,6,7,OldTown,Feedr,Norm,Bnk,AllPub,Inside,Gtl,5586,Pave,NA,IR1,RM,60,9,2008,ConLD,Abnorml,79900
433,160,0,0,NA,NA,NA,0,Detchd,1971,Unf,2,440,TA,TA,Y,240,36,0,0,1,0,1,1,2,1,TA,6,Min1,0,NA,GasA,Ex,Y,SBrkr,765,600,0,1365,TA,TA,No,ALQ,471,Unf,0,294,765,HdBoard,BrkFace,376,TA,TA,CBlock,1971,1971,Gable,CompShg,HdBoard,TwnhsE,2Story,5,5,BrDale,Norm,Norm,Lvl,AllPub,Inside,Gtl,1920,Pave,NA,Reg,RM,24,8,2007,WD,Normal,122500
434,60,0,0,NA,NA,NA,0,Attchd,1997,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,2,1,3,1,TA,7,Typ,1,TA,GasA,Ex,Y,SBrkr,926,678,0,1604,Gd,TA,No,Unf,0,Unf,0,926,926,VinylSd,None,0,TA,TA,PConc,1997,1998,Gable,CompShg,VinylSd,1Fam,2Story,6,5,Gilbert,Norm,Norm,Lvl,AllPub,Corner,Gtl,10839,Pave,NA,IR1,RL,100,7,2008,WD,Normal,181000
435,180,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,Y,88,0,0,0,1,0,1,0,1,1,TA,3,Typ,0,NA,GasA,Gd,Y,SBrkr,630,0,0,630,Gd,TA,Av,ALQ,495,Unf,0,135,630,CmentBd,None,0,TA,Gd,CBlock,1972,1972,Gable,CompShg,CemntBd,Twnhs,SFoyer,4,7,MeadowV,Norm,Norm,Lvl,AllPub,Inside,Gtl,1890,Pave,NA,Reg,RM,21,6,2008,WD,Normal,81000
436,60,0,0,NA,NA,NA,0,Attchd,1996,RFn,2,550,TA,TA,Y,158,61,0,0,1,0,2,1,3,1,Gd,6,Typ,1,TA,GasA,Ex,Y,SBrkr,827,834,0,1661,Gd,TA,Av,GLQ,385,ALQ,344,70,799,VinylSd,None,0,Gd,TA,PConc,1996,1996,Gable,CompShg,VinylSd,1Fam,2Story,7,6,CollgCr,PosN,Norm,Lvl,AllPub,CulDSac,Gtl,10667,Pave,NA,IR2,RL,43,4,2009,ConLw,Normal,212000
